id	predicted score	array	query1	query2	query1_score	query2_score	array_score	query1_array_score	query2_array_score	query1_query2_score
2282	1.051164970442653	YMR094W	YOR385W	YGR146C	1.0145	0.9957	1.0375	0.9867	1.0299	0.8573
2283	1.0511577446758746	YDR141C	YGR121C	YJL016W	1.0155	0.9938	1.0408	0.9990000000000001	1.0472	0.857
2284	1.0511517446935177	YHR104W	YIL045W	YLL010C	1.0152	0.9975	1.043	0.9975	1.0473	0.8563
2285	1.051118219912052	YBR211C	YLL026W	YMR315W	1.0165	0.997	1.045	0.9893	1.0337	0.8529
2286	1.0511066695153717	YIL101C	YLL019C	YMR303C	1.0065	0.9965	1.0382	1.0129	1.0399	0.855
2287	1.051095020145178	YBR211C	YOR301W	YMR303C	1.0165	1.0005	1.0382	0.9856	1.0354	0.8563
2288	1.0510814206302166	YJL091C	YDR247W	YLR228C	1.0155	0.9940000000000001	1.04	0.9828	1.0134	0.8571
2289	1.0510713944882155	YPL111W	YJL203W	YOR237W	1.0065	0.9975	1.047	1.0233	1.0203	0.8559
2290	1.0510290206074715	YDR141C	YNL098C	YMR303C	1.0155	0.998	1.0382	0.9833	1.0147	0.8590000000000001
2291	1.0510158443897963	YMR292W	YNR060W	YDR466W	1.0095	0.9998	1.048	1.0266	1.0308	0.8562
2292	1.0510157456696034	YJL091C	YGR121C	YLR228C	1.0155	0.9938	1.04	0.9828	1.0109	0.853
2293	1.0510119947642087	YJL127C-B	YKR064W	YOR247W	1.0075	0.9963	1.0495	1.0157	1.0161	0.8556
2294	1.0510064700841903	YBR211C	YLL026W	YMR303C	1.0165	0.997	1.0382	0.9856	1.0423	0.8529
2295	1.0510037201344966	YBR290W	YDR196C	YDL130W-A	1.0062	1.0005	1.0362	0.9944	1.0164	0.853
2296	1.0510013950765131	YBR211C	YML060W	YMR303C	1.0165	0.998	1.0382	0.9856	1.0411	0.8567
2297	1.0510001450181006	YGR274C	YOL031C	YOR237W	1.016	0.998	1.047	0.9962	1.032	0.8553
2298	1.0509818450212478	YGR274C	YPL273W	YOR237W	1.016	0.995	1.047	0.9962	1.0319	0.8595
2299	1.0509552695155144	YJL127C-B	YKR064W	YBR208C	1.0075	0.9963	1.0413	1.0109	1.0419	0.8556
2300	1.050953819528222	YDR534C	YPL016W	YBR201W	1.0005	1.0005	1.038	1.0228	1.0149	0.8537
2301	1.050951945632696	YJL091C	YHR202W	YLR228C	1.0155	0.9982	1.04	0.9828	1.028	0.8568
2302	1.0509354946911336	YMR094W	YBR218C	YOL013C	1.0145	0.9948	1.0528	1.0089	1.0408	0.8562
2303	1.050907869845629	YGR274C	YDR358W	YOR237W	1.016	0.9998	1.047	0.9962	1.0423	0.8539
2304	1.0509027948379517	YGR274C	YGL249W	YOR237W	1.016	0.9958	1.047	0.9962	1.0413	0.855
2305	1.050902269899845	YGR274C	YBR165W	YOR237W	1.016	1.0005	1.047	0.9962	1.0363	0.8606
2306	1.0508996201008558	YOR229W	YAR066W	YHR006W	1.0165	0.9985	1.0367	1.0287	1.0222	0.8568
2307	1.0508869200497868	YPR056W	YCL049C	YML016C	1.0025	0.997	1.0368	1.0195	1.0253	0.8523
2308	1.0508782950043678	YDR141C	YGR121C	YCR107W	1.0155	0.9938	1.0390000000000001	0.9854	1.0425	0.857
2309	1.0508763945251702	YGR143W	YMR230W-A	YPR030W	1.0015	0.9990000000000001	1.0392	1.0218	1.0152	0.8586
2310	1.050876294925809	YDR141C	YGR121C	YCR059C	1.0155	0.9938	1.0375	0.9875	1.04	0.857
2311	1.0508688447922467	YGR143W	YMR230W-A	YCR059C	1.0015	0.9990000000000001	1.0375	1.0198	1.015	0.8586
2312	1.0508685448020696	YGR256W	YJL203W	YAL056W	1.0103	0.9975	1.0348	1.0193	1.0354	0.8526
2313	1.0508634948581457	YGR143W	YMR230W-A	YHR006W	1.0015	0.9990000000000001	1.0367	1.0274	1.0272	0.8586
2314	1.050862069964409	YMR094W	YBR218C	YNL042W	1.0145	0.9948	1.04	0.9993	1.0095	0.8562
2315	1.0508564946651455	YBR211C	YOR301W	YMR315W	1.0165	1.0005	1.045	0.9893	1.0442	0.8563
2316	1.0508455688804388	YMR292W	YNR060W	YHR006W	1.0095	0.9998	1.0367	1.0252	1.0427	0.8562
2317	1.0508435695320366	YGL060W	YJL203W	YBR208C	1.0038	0.9975	1.0413	1.023	1.0133	0.8609
2318	1.0508424703180792	YDR141C	YIR007W	YLR023C	1.0155	0.9990000000000001	1.0582	0.9893	1.0295	0.856
2319	1.0508408950120212	YKR098C	YKL146W	YLL017W	1.0018	0.9972	1.036	1.0173	1.0187	0.8597
2320	1.050840844631195	YMR094W	YBR218C	YOR237W	1.0145	0.9948	1.047	1.0066	1.0436	0.8562
2321	1.0508306200504305	YMR094W	YOR385W	YCR059C	1.0145	0.9957	1.0375	0.9864	1.0395	0.8573
2322	1.0508237208127975	YDR141C	YIR007W	YDR480W	1.0155	0.9990000000000001	1.0412	0.9777	1.0126	0.856
2323	1.0508130698651077	YHR104W	YGL035C	YAL030W	1.0152	0.9942	1.0405	1.0286	1.0167	0.8586
2324	1.0508112951517106	YMR094W	YOR385W	YDR480W	1.0145	0.9957	1.0412	0.9836	1.0359	0.8573
2325	1.0508106452226638	YJL091C	YOR356W	YLR228C	1.0155	0.998	1.04	0.9828	1.034	0.8531
2326	1.0508033444881442	YJL127C-B	YKR064W	YGL082W	1.0075	0.9963	1.0415	1.0013	1.0448	0.8556
2327	1.0508028699606655	YBR155W	YJL201W	YHR146W	1.003	0.9942	1.0395	1.0187	1.0225	0.8553
2328	1.050792144522071	YJL127C-B	YKR064W	YCL002C	1.0075	0.9963	1.0495	1.0137	1.0368	0.8556
2329	1.050784594640136	YBL003C	YDR196C	YDL130W-A	1.0005	1.0005	1.0362	1.0217	1.0164	0.8581
2330	1.0507807947397232	YHR104W	YIL045W	YER045C	1.0152	0.9975	1.054	1.004	1.0474	0.8563
2331	1.0507721195369961	YMR174C	YDR196C	YLR423C	1.004	1.0005	1.0377	1.0227	1.0306	0.8542
2332	1.0507646447569132	YDR540C	YDL073W	YOR190W	1.0032	0.997	1.0375	1.0271	1.0282	0.8584
2333	1.0507483449131252	YPR056W	YDR403W	YBR208C	1.0025	0.9952	1.0413	1.014	1.0126	0.8601
2334	1.050747720271349	YDR141C	YLR013W	YMR303C	1.0155	0.9947	1.0382	0.9833	1.0337	0.8540000000000001
2335	1.0507457948774102	YPL272C	YNL035C	YGR146C	1.0048	1.0005	1.0375	1.0135	1.0132	0.8537
2336	1.0507428204715252	YMR094W	YBR218C	YAL056W	1.0145	0.9948	1.0348	1.0071	1.0202	0.8562
2337	1.0507375200688838	YLR309C	YJL203W	YAL056W	1.0187	0.9975	1.0348	1.0126	1.0354	0.8574
2338	1.050736694633961	YGR274C	YBL024W	YOR237W	1.016	0.9983	1.047	0.9962	1.0434	0.8558
2339	1.0507214445769786	YJL091C	YGR121C	YML029W	1.0155	0.9938	1.041	0.9942	1.0482	0.853
2340	1.050718744635582	YGR274C	YKR102W	YOR237W	1.016	0.996	1.047	0.9962	1.0449	0.8541
2341	1.0507086944431068	YKL059C	YPL209C	YOR215C	1.0035	0.9990000000000001	1.0445	1.0229	1.0169	0.8574
2342	1.0506961198598146	YOR012W	YGL006W	YHR092C	1.0032	0.997	1.0405	1.0142	1.0184	0.8525
2343	1.0506948449462652	YDR196C	YGR275W	YDL130W-A	1.0005	0.998	1.0362	1.0164	1.0187	0.8584
2344	1.0506941200941802	YPL016W	YDR534C	YBR201W	1.0005	1.0005	1.038	1.0149	1.0228	0.8537
2345	1.0506926697641612	YBR255C-A	YKR013W	YDR084C	1.0045	0.9982	1.04	1.0193	1.0282	0.8592
2346	1.050692520558834	YGR274C	YML075C	YCL051W	1.016	0.995	1.058	0.9848	1.0299	0.8535
2347	1.0506771449148655	YIL101C	YLL019C	YOR237W	1.0065	0.9965	1.047	1.0002	1.031	0.855
2348	1.0506758201271296	YDR196C	YJL201W	YDL130W-A	1.0005	0.9942	1.0362	1.0164	1.0258	0.8549
2349	1.0506693448871374	YBR069C	YNL146C-A	YAR028W	1.005	0.996	1.0393	1.0153	1.0243	0.858
2350	1.0506669692248107	YPR056W	YCL049C	YLR228C	1.0025	0.997	1.04	1.0270000000000001	1.0394	0.8523
2351	1.0506633199304345	YDR196C	YGR206W	YDL130W-A	1.0005	0.9995	1.0362	1.0164	1.0142	0.8606
2352	1.0506592195779083	YPR015C	YJL203W	YAL056W	1.0157	0.9975	1.0348	1.0252	1.0354	0.8554
2353	1.0506544195264578	YKL059C	YDL186W	YOR215C	1.0035	0.9982	1.0445	1.0229	1.0291	0.858
2354	1.0506519705057145	YDR141C	YLR013W	YHR073W	1.0155	0.9947	1.0347	0.9929	1.0170000000000001	0.8540000000000001
2355	1.0506517945826055	YMR094W	YOR385W	YNL020C	1.0145	0.9957	1.0435	0.9947	1.0490000000000002	0.8573
2356	1.0506409195512534	YGR094W	YPR029C	YDR266C	1.0105	0.9913	1.042	1.0268	1.0255	0.8588
2357	1.0506377688199282	YIL101C	YLL019C	YOL013C	1.0065	0.9965	1.0528	1.026	1.0448	0.855
2358	1.0506370445638895	YDL108W	YPL103C	YGR146C	1.003	1.0007	1.0375	1.0255	1.0157	0.8544
2359	1.0506332446187736	YPL016W	YDR534C	YCR014C	1.0005	1.0005	1.043	1.0244	1.0279	0.8537
2360	1.0506316957771775	YGR274C	YDR358W	YLR228C	1.016	0.9998	1.04	0.9793	1.0132	0.8539
2361	1.050622569218278	YPL016W	YDR534C	YNL042W	1.0005	1.0005	1.04	1.0212	1.0332	0.8537
2362	1.0506211192458867	YGR061C	YER147C	YML029W	1.0025	0.9965	1.041	1.0270000000000001	1.0404	0.8538
2363	1.0506196453273295	YMR292W	YNR060W	YDL197C	1.0095	0.9998	1.035	1.0128	1.0114	0.8562
2364	1.050619569867849	YDR141C	YNL098C	YLR023C	1.0155	0.998	1.0582	0.9893	1.0405	0.8590000000000001
2365	1.0506165208518503	YDR141C	YLR013W	YDR480W	1.0155	0.9947	1.0412	0.9777	1.0274	0.8540000000000001
2366	1.0506150949448347	YDR196C	YKR064W	YDL130W-A	1.0005	0.9963	1.0362	1.0164	1.0199	0.8523
2367	1.0506148197203875	YMR261C	YDR196C	YLR423C	1.0115	1.0005	1.0377	1.0289	1.0306	0.8575
2368	1.0506107948571444	YDR196C	YLL019C	YDL130W-A	1.0005	0.9965	1.0362	1.0164	1.0168	0.8566
2369	1.0506075941473243	YDR518W	YML112W	YCR020C	1.0105	0.9963	1.0395	1.0275	1.0445	0.861
2370	1.050606344267726	YDR534C	YPL016W	YLR228C	1.0005	1.0005	1.04	1.0265	1.0335	0.8537
2371	1.050606194958091	YDR196C	YBL043W	YDL130W-A	1.0005	0.9945	1.0362	1.0164	1.0195	0.861
2372	1.0505976692289114	YJL127C-B	YKR064W	YGL108C	1.0075	0.9963	1.0482	1.0155	1.0455	0.8556
2373	1.0505975698679686	YDR022C	YLR283W	YGL224C	1.001	0.9985	1.0415	1.0273	1.0101	0.8602
2374	1.050593294993043	YDR196C	YBL003C	YDL130W-A	1.0005	1.0005	1.0362	1.0164	1.0217	0.8581
2375	1.0505925946086645	YJL010C	YPL267W	YER187W	1.016	0.9878	1.0393	1.02	1.0237	0.8559
2376	1.0505854443460705	YBR155W	YJL201W	YGL224C	1.003	0.9942	1.0415	1.0221	1.0316	0.8553
2377	1.0505852702856064	YGR274C	YHL047C	YCL051W	1.016	1.0002	1.058	0.9848	1.0311	0.8608
2378	1.0505829945355654	YMR210W	YDR196C	YLR423C	1.0032	1.0005	1.0377	1.0239	1.0306	0.8577
2379	1.0505781443268059	YGR143W	YFL064C	YHR006W	1.0015	0.996	1.0367	1.0274	1.0355	0.8532
2380	1.0505698709189892	YGR274C	YBR165W	YLL017W	1.016	1.0005	1.036	0.9806	1.0254	0.8606
2381	1.0505659958124158	YGR274C	YHL047C	YLL017W	1.016	1.0002	1.036	0.9806	1.0128	0.8608
2382	1.050563245177269	YGR274C	YPL273W	YCL051W	1.016	0.995	1.058	0.9848	1.0347	0.8595
2383	1.0505604709684848	YDR141C	YGR121C	YFR032C	1.0155	0.9938	1.0373	0.9791	1.023	0.857
2384	1.0505562691837549	YPL272C	YNL035C	YML029W	1.0048	1.0005	1.041	1.0215	1.0373	0.8537
2385	1.0505561698824168	YCR092C	YDR196C	YLR423C	1.002	1.0005	1.0377	1.0139	1.0306	0.8605
2386	1.0505528694540265	YIL158W	YER147C	YCR014C	1.0005	0.9965	1.043	1.0274	1.0323	0.8549
2387	1.0505518702566623	YDL178W	YER147C	YHR146W	1.004	0.9965	1.0395	1.0005	1.0239	0.8607
2388	1.0505491709411143	YGR274C	YDR358W	YLL017W	1.016	0.9998	1.036	0.9806	1.0259	0.8539
2389	1.0505484198778867	YBL085W	YJL203W	YAL056W	1.0082	0.9975	1.0348	1.0172	1.0354	0.8534
2390	1.050546220600605	YHR104W	YIL045W	YCR100C	1.0152	0.9975	1.035	0.9887	1.0198	0.8563
2391	1.050543120920658	YGR274C	YLR283W	YLL017W	1.016	0.9985	1.036	0.9806	1.026	0.8545
2392	1.0505426201820374	YDR534C	YPL016W	YGR146C	1.0005	1.0005	1.0375	1.0072	1.0181	0.8537
2393	1.0505425942093134	YKR098C	YKL146W	YCR020C	1.0018	0.9972	1.0395	1.0248	1.0352	0.8597
2394	1.050541870713234	YGR274C	YOL031C	YLR228C	1.016	0.998	1.04	0.9793	1.0165	0.8553
2395	1.0505412941128016	YDL178W	YER147C	YML029W	1.004	0.9965	1.041	1.0217	1.0404	0.8607
2396	1.0505331194251777	YPL016W	YDR534C	YBR208C	1.0005	1.0005	1.0413	1.0207	1.0325	0.8537
2397	1.05052832069993	YDR141C	YMR247C	YDR480W	1.0155	0.9943	1.0412	0.9777	1.0159	0.8599
2398	1.0505274447202684	YBR211C	YFL011W	YMR315W	1.0165	1.0008	1.045	0.9893	1.0486	0.8564
2399	1.050524920746684	YGL248W	YDR196C	YLR423C	1.014	1.0005	1.0377	0.9769	1.0306	0.8579
2400	1.0505234692543746	YPR056W	YDR403W	YML016C	1.0025	0.9952	1.0368	1.0195	1.0471	0.8601
2401	1.0505201700627804	YMR094W	YOR385W	YAL056W	1.0145	0.9957	1.0348	1.0071	1.0405	0.8573
2402	1.0505160950422283	YBR255C-A	YKR013W	YOR190W	1.0045	0.9982	1.0375	1.0103	1.0124	0.8592
2403	1.0505156953632833	YIL068C	YGL035C	YOR190W	1.0025	0.9942	1.0375	1.0037	1.0254	0.8606
2404	1.0505146198719741	YOR226C	YPL016W	YJL016W	1.0055	1.0005	1.0408	1.0162	1.0274	0.8589
2405	1.0505142694860696	YNL087W	YDR075W	YHR146W	1.0117	0.988	1.0395	1.0265	1.0131	0.8561
2406	1.0505123199671509	YMR292W	YNR060W	YGL224C	1.0095	0.9998	1.0415	1.0288	1.0231	0.8562
2407	1.0505114692896604	YDR141C	YPL003W	YML029W	1.0155	0.987	1.041	1.0214	1.0189	0.8525
2408	1.0505105702579025	YPL016W	YDR534C	YDL177C	1.0005	1.0005	1.0390000000000001	1.0032	1.0274	0.8537
2409	1.0505091445893049	YFR007W	YJR155W	YLL010C	1.0152	0.988	1.043	1.0197	1.0265	0.8544
2410	1.0505024950206279	YKL059C	YDL186W	YER180C	1.0035	0.9982	1.0423	1.0125	1.025	0.858
2411	1.0505010443478822	YPR056W	YDR403W	YLL010C	1.0025	0.9952	1.043	1.0206	1.0374	0.8601
2412	1.050498195171356	YGR274C	YOR008C-A	YCL051W	1.016	0.998	1.058	0.9848	1.0368	0.8607
2413	1.0504976709485054	YMR094W	YBR218C	YLL017W	1.0145	0.9948	1.036	0.9796	1.0229	0.8562
2414	1.0504935702085496	YBR155W	YJL201W	YLL017W	1.003	0.9942	1.036	1.0065	1.014	0.8553
2415	1.0504912441819907	YOR112W	YPL016W	YAL030W	1.001	1.0005	1.0405	1.0248	1.0359	0.8532
2416	1.0504887207597495	YDR141C	YIR007W	YMR162C	1.0155	0.9990000000000001	1.0427	0.9758	1.0137	0.856
2417	1.0504869458079338	YGR274C	YOL031C	YLL017W	1.016	0.998	1.036	0.9806	1.0107	0.8553
2418	1.0504855192452671	YDR534C	YPL016W	YIR042C	1.0005	1.0005	1.0357	1.0268	1.038	0.8537
2419	1.0504825946092606	YGR274C	YLR283W	YOR237W	1.016	0.9985	1.047	0.9962	1.0482	0.8545
2420	1.0504824194461106	YPR169W	YHR046C	YNL042W	1.0125	0.9888	1.04	1.0251	1.026	0.8589
2421	1.0504775196164848	YOL065C	YJL203W	YAL056W	1.0067	0.9975	1.0348	1.0207	1.0354	0.8541
2422	1.0504738202095032	YDR141C	YMR247C	YHR073W	1.0155	0.9943	1.0347	0.9929	1.0345	0.8599
2423	1.0504729701280595	YOR118W	YJL203W	YBR208C	1.004	0.9975	1.0413	1.005	1.0133	0.8582
2424	1.0504713943749666	YLR266C	YOR393W	YAL030W	1.015	0.993	1.0405	1.0264	1.0208	0.8596
2425	1.0504570946842429	YJL010C	YPL267W	YMR140W	1.016	0.9878	1.0415	1.0179	1.01	0.8559
2426	1.0504545201063156	YIL068C	YGL035C	YBR201W	1.0025	0.9942	1.038	1.0096	1.0195	0.8606
2427	1.0504528700709344	YOR112W	YPL016W	YBR201W	1.001	1.0005	1.038	0.9987	1.0149	0.8532
2428	1.050452045142651	YGR143W	YMR230W-A	YCR014C	1.0015	0.9990000000000001	1.043	1.0108	1.0254	0.8586
2429	1.0504519953131677	YPR056W	YDR403W	YMR162C	1.0025	0.9952	1.0427	0.9993	1.0232	0.8601
2430	1.0504516945630311	YKR102W	YER147C	YHR146W	0.996	0.9965	1.0395	1.0259	1.0239	0.8592
2431	1.0504426192790268	YBR069C	YNL146C-A	YER180C	1.005	0.996	1.0423	1.0206	1.0358	0.858
2432	1.0504403949826957	YBR069C	YNL146C-A	YGL108C	1.005	0.996	1.0482	1.0274	1.0259	0.858
2433	1.0504360200166702	YJL091C	YPL116W	YLR228C	1.0155	0.9985	1.04	0.9828	1.0475	0.8572
2434	1.050429545760155	YGR274C	YML070W	YLL017W	1.016	0.9962	1.036	0.9806	1.0288	0.8595
2435	1.0504289941936733	YOR226C	YPL016W	YIR042C	1.0055	1.0005	1.0357	1.0272	1.038	0.8589
2436	1.050428820014	YDR534C	YPL016W	YDL130W-A	1.0005	1.0005	1.0362	1.0091	1.0166	0.8537
